JOBS 100
0 DOT 36
1 COPY 84
2 COPY 84
3 DOT 36
4 TGAMMA 120
5 SQRTX 12
6 SUM 84
7 SUM 108
8 SQRTX 48
9 COPY 60
10 SQRTX 12
11 TGAMMA 12
12 SQRTX 12
13 COPY 84
14 DOT 36
15 ERF 12
16 TGAMMA 120
17 POW 24
18 SUM 108
19 ERF 12
20 SUM 84
21 TGAMMA 120
22 DOT 36
23 SQRTX 12
24 SUM 84
25 SQRTX 12
26 TGAMMA 120
27 COPY 84
28 POW 36
29 SQRTX 12
30 TGAMMA 12
31 SUM 84
32 TGAMMA 120
33 ERF 48
34 COPY 60
35 DOT 84
36 SQRTX 48
37 POW 24
38 ERF 48
39 SUM 132
40 DOT 84
41 XPY 48
42 SUM 84
43 POW 12
44 TGAMMA 120
45 POW 36
46 COPY 84
47 XPY 60
48 DOT 84
49 SUM 108
50 SUM 132
51 POW 24
52 COPY 60
53 XPY 48
54 XPY 48
55 ERF 24
56 DOT 36
57 DOT 36
58 DOT 84
59 POW 36
60 SUM 84
61 COPY 84
62 SQRTX 12
63 TGAMMA 120
64 SUM 84
65 COPY 84
66 XPY 60
67 DOT 84
68 POW 36
69 POW 12
70 XPY 48
71 POW 12
72 ERF 24
73 DOT 36
74 ERF 48
75 SUM 84
76 ERF 12
77 ERF 12
78 DOT 84
79 SUM 108
80 SUM 108
81 SUM 108
82 DOT 84
83 POW 36
84 POW 36
85 SUM 132
86 SQRTX 48
87 POW 12
88 COPY 60
89 XPY 48
90 TGAMMA 120
91 ERF 12
92 XPY 48
93 SQRTX 12
94 POW 24
95 ERF 48
96 ERF 12
97 TGAMMA 12
98 DOT 36
99 SUM 108
DEPS 0
CORES 0
