JOBS 100
0 SUM 108
1 POW 24
2 POW 12
3 XPY 60
4 SUM 84
5 XPY 60
6 SUM 84
7 COPY 60
8 XPY 60
9 COPY 84
10 POW 12
11 POW 36
12 POW 36
13 POW 36
14 SUM 84
15 XPY 48
16 DOT 36
17 DOT 36
18 SQRTX 48
19 XPY 60
20 DOT 36
21 XPY 48
22 POW 24
23 ERF 12
24 COPY 84
25 SUM 132
26 SUM 132
27 DOT 84
28 POW 12
29 TGAMMA 60
30 COPY 84
31 TGAMMA 12
32 XPY 60
33 POW 36
34 POW 24
35 TGAMMA 12
36 DOT 36
37 SQRTX 12
38 SUM 132
39 ERF 24
40 TGAMMA 12
41 SUM 108
42 ERF 48
43 POW 24
44 SQRTX 48
45 POW 24
46 TGAMMA 12
47 TGAMMA 12
48 XPY 60
49 DOT 36
50 COPY 60
51 COPY 60
52 SUM 84
53 ERF 24
54 ERF 48
55 ERF 12
56 SUM 132
57 SUM 84
58 POW 24
59 SUM 84
60 ERF 48
61 SUM 84
62 SQRTX 12
63 POW 24
64 SUM 132
65 ERF 12
66 POW 36
67 ERF 12
68 SQRTX 12
69 ERF 48
70 COPY 84
71 DOT 36
72 ERF 12
73 SUM 132
74 POW 12
75 ERF 12
76 TGAMMA 60
77 ERF 48
78 COPY 60
79 TGAMMA 120
80 ERF 48
81 DOT 36
82 ERF 48
83 SUM 108
84 XPY 60
85 SQRTX 48
86 COPY 60
87 POW 36
88 POW 12
89 SUM 84
90 POW 12
91 XPY 60
92 ERF 12
93 DOT 36
94 SQRTX 48
95 SUM 108
96 TGAMMA 120
97 COPY 60
98 DOT 84
99 COPY 60
DEPS 0
CORES 0
