JOBS 100
0 POW 36
1 ERF 48
2 ERF 12
3 POW 12
4 SUM 132
5 POW 12
6 ERF 24
7 POW 36
8 ERF 12
9 ERF 12
10 DOT 36
11 TGAMMA 60
12 DOT 36
13 DOT 84
14 TGAMMA 120
15 SUM 132
16 XPY 48
17 COPY 60
18 XPY 60
19 POW 12
20 SQRTX 12
21 ERF 12
22 XPY 60
23 SUM 132
24 XPY 60
25 TGAMMA 60
26 SUM 108
27 POW 36
28 DOT 84
29 ERF 12
30 ERF 12
31 POW 12
32 SQRTX 48
33 POW 24
34 SQRTX 12
35 SQRTX 48
36 POW 12
37 SUM 132
38 SQRTX 48
39 ERF 48
40 XPY 60
41 SQRTX 48
42 SQRTX 48
43 ERF 24
44 DOT 84
45 COPY 60
46 TGAMMA 120
47 XPY 48
48 TGAMMA 12
49 POW 36
50 SQRTX 48
51 SUM 108
52 SUM 84
53 DOT 84
54 TGAMMA 12
55 TGAMMA 120
56 POW 24
57 TGAMMA 120
58 POW 36
59 TGAMMA 12
60 ERF 48
61 ERF 12
62 XPY 60
63 SUM 84
64 SQRTX 12
65 COPY 60
66 SQRTX 12
67 DOT 84
68 TGAMMA 120
69 TGAMMA 120
70 XPY 60
71 DOT 36
72 DOT 84
73 TGAMMA 120
74 COPY 84
75 XPY 48
76 ERF 48
77 COPY 60
78 DOT 84
79 TGAMMA 120
80 TGAMMA 60
81 ERF 24
82 TGAMMA 12
83 POW 12
84 SUM 84
85 SQRTX 12
86 TGAMMA 60
87 TGAMMA 60
88 TGAMMA 60
89 ERF 24
90 POW 24
91 SUM 84
92 SQRTX 12
93 SUM 132
94 ERF 24
95 POW 24
96 ERF 48
97 TGAMMA 60
98 TGAMMA 60
99 XPY 48
DEPS 0
CORES 0
