JOBS 100
0 SQRTX 48
1 COPY 60
2 POW 12
3 TGAMMA 60
4 COPY 60
5 SQRTX 48
6 SQRTX 48
7 POW 24
8 DOT 84
9 POW 36
10 XPY 60
11 SUM 108
12 ERF 48
13 SUM 84
14 TGAMMA 60
15 POW 12
16 SQRTX 48
17 SUM 132
18 SQRTX 48
19 SUM 84
20 XPY 60
21 SQRTX 12
22 DOT 36
23 SQRTX 48
24 TGAMMA 60
25 COPY 84
26 TGAMMA 12
27 TGAMMA 120
28 TGAMMA 12
29 POW 12
30 TGAMMA 120
31 POW 12
32 XPY 60
33 SQRTX 48
34 SQRTX 48
35 SQRTX 48
36 POW 36
37 COPY 60
38 SUM 132
39 TGAMMA 12
40 XPY 60
41 DOT 36
42 XPY 60
43 ERF 48
44 SUM 84
45 COPY 84
46 ERF 12
47 SUM 108
48 SUM 108
49 DOT 36
50 POW 12
51 TGAMMA 120
52 TGAMMA 12
53 SUM 84
54 SUM 108
55 COPY 60
56 DOT 36
57 DOT 84
58 SQRTX 12
59 DOT 84
60 SUM 84
61 POW 24
62 SUM 84
63 DOT 84
64 DOT 36
65 COPY 60
66 SUM 108
67 COPY 60
68 SUM 108
69 XPY 48
70 DOT 36
71 COPY 60
72 POW 36
73 POW 12
74 COPY 60
75 TGAMMA 120
76 SQRTX 12
77 XPY 48
78 SUM 84
79 ERF 48
80 SUM 84
81 ERF 12
82 DOT 84
83 SUM 108
84 XPY 60
85 SQRTX 12
86 POW 12
87 ERF 12
88 ERF 48
89 DOT 36
90 TGAMMA 12
91 SUM 84
92 SUM 84
93 COPY 60
94 TGAMMA 60
95 TGAMMA 12
96 POW 12
97 TGAMMA 60
98 SUM 84
99 TGAMMA 12
DEPS 0
CORES 0
