JOBS 100
0 SQRTX 48
1 DOT 36
2 ERF 24
3 POW 12
4 POW 12
5 SUM 132
6 TGAMMA 12
7 DOT 36
8 SUM 108
9 ERF 12
10 TGAMMA 120
11 TGAMMA 60
12 COPY 60
13 XPY 48
14 DOT 36
15 SUM 84
16 DOT 36
17 SQRTX 48
18 XPY 48
19 COPY 84
20 POW 24
21 ERF 48
22 XPY 60
23 DOT 84
24 COPY 60
25 SUM 108
26 POW 24
27 TGAMMA 60
28 XPY 48
29 DOT 84
30 SUM 132
31 TGAMMA 60
32 ERF 12
33 POW 12
34 TGAMMA 12
35 POW 12
36 ERF 12
37 DOT 84
38 SUM 132
39 COPY 60
40 XPY 60
41 POW 36
42 TGAMMA 60
43 COPY 84
44 SUM 108
45 ERF 12
46 SUM 132
47 SUM 108
48 SUM 108
49 POW 36
50 SUM 108
51 DOT 84
52 ERF 24
53 DOT 36
54 POW 24
55 SUM 84
56 ERF 24
57 SQRTX 48
58 XPY 60
59 POW 24
60 SQRTX 48
61 COPY 84
62 TGAMMA 60
63 SQRTX 12
64 TGAMMA 60
65 XPY 60
66 SQRTX 48
67 SUM 108
68 SUM 132
69 POW 12
70 ERF 48
71 SQRTX 12
72 SUM 108
73 SUM 108
74 DOT 84
75 TGAMMA 60
76 DOT 84
77 XPY 60
78 COPY 60
79 ERF 48
80 SUM 84
81 SUM 84
82 TGAMMA 60
83 ERF 12
84 POW 12
85 SUM 132
86 COPY 84
87 POW 36
88 SUM 108
89 COPY 60
90 TGAMMA 120
91 DOT 36
92 SUM 84
93 POW 36
94 ERF 48
95 COPY 60
96 SUM 132
97 POW 24
98 COPY 60
99 SUM 108
DEPS 0
CORES 0
