JOBS 100
0 TGAMMA 12
1 COPY 84
2 SQRTX 12
3 POW 12
4 TGAMMA 120
5 DOT 84
6 SUM 132
7 SQRTX 48
8 COPY 84
9 SQRTX 12
10 DOT 36
11 DOT 84
12 DOT 84
13 XPY 48
14 POW 36
15 COPY 84
16 TGAMMA 120
17 TGAMMA 60
18 SUM 84
19 POW 12
20 TGAMMA 120
21 SUM 84
22 ERF 12
23 DOT 36
24 POW 24
25 SUM 108
26 POW 24
27 POW 12
28 SUM 108
29 SQRTX 48
30 TGAMMA 120
31 POW 36
32 SQRTX 48
33 ERF 24
34 ERF 24
35 COPY 60
36 SUM 132
37 COPY 60
38 TGAMMA 60
39 DOT 84
40 TGAMMA 60
41 TGAMMA 60
42 DOT 36
43 DOT 36
44 ERF 48
45 POW 36
46 POW 12
47 POW 12
48 ERF 48
49 COPY 84
50 SUM 84
51 TGAMMA 120
52 XPY 60
53 TGAMMA 12
54 TGAMMA 120
55 TGAMMA 60
56 XPY 48
57 SUM 108
58 SUM 132
59 POW 12
60 SUM 84
61 ERF 12
62 DOT 36
63 SUM 132
64 POW 24
65 TGAMMA 12
66 ERF 48
67 ERF 48
68 TGAMMA 60
69 POW 24
70 DOT 36
71 DOT 36
72 SUM 132
73 SQRTX 48
74 POW 36
75 COPY 60
76 ERF 24
77 DOT 84
78 TGAMMA 60
79 TGAMMA 12
80 TGAMMA 60
81 TGAMMA 12
82 POW 12
83 DOT 84
84 DOT 36
85 XPY 60
86 ERF 24
87 COPY 84
88 ERF 24
89 TGAMMA 12
90 ERF 24
91 ERF 24
92 POW 12
93 SUM 132
94 COPY 84
95 SUM 108
96 COPY 60
97 XPY 48
98 XPY 60
99 POW 12
DEPS 0
CORES 0
