JOBS 100
0 ERF 24
1 TGAMMA 60
2 SUM 132
3 TGAMMA 12
4 SUM 132
5 SQRTX 48
6 ERF 48
7 POW 36
8 DOT 36
9 COPY 84
10 XPY 60
11 COPY 60
12 SUM 84
13 TGAMMA 12
14 TGAMMA 12
15 SUM 84
16 DOT 84
17 TGAMMA 120
18 TGAMMA 12
19 SUM 108
20 COPY 60
21 SUM 84
22 POW 24
23 ERF 12
24 COPY 60
25 TGAMMA 60
26 ERF 12
27 DOT 84
28 SQRTX 48
29 COPY 60
30 TGAMMA 12
31 TGAMMA 12
32 ERF 24
33 TGAMMA 12
34 ERF 12
35 ERF 12
36 POW 36
37 ERF 12
38 XPY 48
39 COPY 60
40 ERF 12
41 ERF 48
42 TGAMMA 12
43 SUM 84
44 ERF 12
45 COPY 84
46 XPY 60
47 XPY 48
48 TGAMMA 12
49 POW 36
50 TGAMMA 60
51 ERF 24
52 SQRTX 48
53 SQRTX 12
54 ERF 12
55 SUM 132
56 POW 36
57 TGAMMA 60
58 SUM 108
59 TGAMMA 60
60 DOT 84
61 SQRTX 48
62 XPY 60
63 TGAMMA 12
64 TGAMMA 120
65 SUM 108
66 ERF 24
67 SUM 84
68 POW 12
69 SQRTX 12
70 XPY 60
71 SUM 132
72 SQRTX 12
73 SQRTX 12
74 POW 24
75 SQRTX 48
76 TGAMMA 120
77 SQRTX 12
78 TGAMMA 120
79 ERF 48
80 SQRTX 12
81 TGAMMA 60
82 POW 12
83 SQRTX 12
84 TGAMMA 12
85 ERF 12
86 TGAMMA 120
87 ERF 24
88 POW 12
89 XPY 60
90 SQRTX 12
91 SQRTX 12
92 SQRTX 48
93 COPY 84
94 POW 36
95 TGAMMA 60
96 ERF 48
97 COPY 84
98 SUM 132
99 ERF 24
DEPS 0
CORES 0
