JOBS 100
0 ERF 12
1 XPY 60
2 TGAMMA 60
3 XPY 60
4 ERF 12
5 TGAMMA 12
6 DOT 36
7 ERF 48
8 POW 36
9 COPY 60
10 ERF 24
11 POW 24
12 XPY 60
13 XPY 60
14 POW 36
15 SUM 108
16 TGAMMA 120
17 ERF 48
18 DOT 84
19 DOT 84
20 SQRTX 12
21 COPY 84
22 ERF 48
23 DOT 84
24 POW 24
25 POW 24
26 SQRTX 48
27 POW 24
28 POW 36
29 XPY 48
30 SUM 108
31 TGAMMA 12
32 TGAMMA 60
33 XPY 48
34 SUM 132
35 TGAMMA 120
36 XPY 48
37 ERF 24
38 POW 24
39 ERF 24
40 SUM 132
41 SUM 132
42 ERF 48
43 ERF 24
44 XPY 60
45 COPY 84
46 COPY 84
47 ERF 48
48 ERF 24
49 SQRTX 12
50 POW 24
51 SUM 108
52 COPY 84
53 SUM 108
54 POW 24
55 SQRTX 12
56 TGAMMA 120
57 TGAMMA 120
58 SQRTX 12
59 ERF 48
60 TGAMMA 60
61 ERF 12
62 COPY 60
63 SQRTX 48
64 SUM 84
65 XPY 48
66 SUM 108
67 XPY 48
68 TGAMMA 120
69 SUM 132
70 POW 36
71 COPY 60
72 XPY 60
73 ERF 48
74 ERF 24
75 TGAMMA 120
76 SUM 132
77 SUM 132
78 DOT 84
79 DOT 36
80 XPY 48
81 TGAMMA 120
82 POW 12
83 TGAMMA 12
84 ERF 24
85 SUM 132
86 TGAMMA 120
87 XPY 60
88 SUM 108
89 ERF 24
90 COPY 60
91 TGAMMA 60
92 TGAMMA 120
93 DOT 36
94 XPY 48
95 TGAMMA 12
96 DOT 84
97 SQRTX 12
98 COPY 84
99 POW 24
DEPS 0
CORES 0
