JOBS 100
0 SQRTX 48
1 ERF 12
2 TGAMMA 60
3 SQRTX 12
4 TGAMMA 12
5 XPY 48
6 TGAMMA 60
7 SQRTX 12
8 DOT 36
9 SQRTX 48
10 SUM 84
11 ERF 48
12 DOT 36
13 ERF 24
14 DOT 36
15 XPY 60
16 COPY 84
17 SUM 108
18 COPY 60
19 SQRTX 12
20 XPY 48
21 COPY 84
22 SUM 132
23 DOT 84
24 TGAMMA 60
25 DOT 36
26 XPY 48
27 POW 12
28 COPY 84
29 XPY 60
30 XPY 60
31 ERF 48
32 COPY 84
33 ERF 48
34 TGAMMA 60
35 XPY 48
36 POW 36
37 TGAMMA 120
38 SUM 132
39 DOT 36
40 POW 24
41 ERF 24
42 ERF 12
43 POW 12
44 SQRTX 48
45 XPY 48
46 SQRTX 48
47 TGAMMA 60
48 TGAMMA 120
49 TGAMMA 60
50 DOT 36
51 TGAMMA 120
52 SUM 84
53 SUM 132
54 TGAMMA 12
55 POW 36
56 POW 12
57 DOT 36
58 TGAMMA 120
59 DOT 84
60 XPY 48
61 TGAMMA 12
62 POW 24
63 TGAMMA 120
64 COPY 84
65 POW 12
66 DOT 84
67 ERF 48
68 XPY 48
69 XPY 48
70 DOT 84
71 POW 12
72 POW 24
73 COPY 84
74 SUM 108
75 SQRTX 12
76 COPY 60
77 POW 12
78 SQRTX 48
79 SQRTX 48
80 ERF 48
81 ERF 12
82 ERF 48
83 TGAMMA 12
84 SUM 132
85 SUM 84
86 TGAMMA 60
87 COPY 84
88 SUM 84
89 TGAMMA 12
90 DOT 84
91 SUM 132
92 POW 24
93 TGAMMA 120
94 TGAMMA 60
95 SUM 84
96 DOT 36
97 SUM 132
98 ERF 12
99 SUM 84
DEPS 0
CORES 0
