JOBS 100
0 SQRTX 12
1 XPY 48
2 POW 12
3 XPY 48
4 ERF 12
5 XPY 60
6 COPY 84
7 COPY 60
8 SQRTX 48
9 SQRTX 48
10 TGAMMA 120
11 TGAMMA 60
12 ERF 12
13 SUM 108
14 XPY 48
15 SUM 84
16 ERF 48
17 ERF 24
18 COPY 84
19 COPY 84
20 SQRTX 12
21 SQRTX 12
22 DOT 36
23 ERF 12
24 SUM 108
25 TGAMMA 60
26 XPY 60
27 SQRTX 48
28 COPY 60
29 SUM 84
30 SUM 84
31 SQRTX 12
32 ERF 48
33 XPY 60
34 ERF 24
35 XPY 60
36 POW 12
37 POW 24
38 XPY 60
39 XPY 60
40 TGAMMA 12
41 POW 36
42 XPY 60
43 COPY 60
44 TGAMMA 120
45 DOT 36
46 XPY 60
47 ERF 12
48 TGAMMA 60
49 ERF 12
50 SQRTX 48
51 POW 36
52 SQRTX 48
53 SQRTX 48
54 DOT 84
55 COPY 84
56 ERF 12
57 TGAMMA 12
58 TGAMMA 120
59 TGAMMA 12
60 SUM 84
61 TGAMMA 120
62 POW 12
63 DOT 84
64 POW 24
65 ERF 24
66 SUM 84
67 SUM 132
68 TGAMMA 120
69 ERF 24
70 SUM 84
71 COPY 84
72 ERF 24
73 SQRTX 12
74 XPY 48
75 TGAMMA 12
76 ERF 12
77 COPY 60
78 XPY 48
79 ERF 12
80 SUM 108
81 SQRTX 48
82 ERF 12
83 SUM 132
84 ERF 24
85 ERF 48
86 TGAMMA 120
87 TGAMMA 120
88 COPY 60
89 ERF 12
90 TGAMMA 60
91 SUM 132
92 DOT 36
93 DOT 36
94 DOT 84
95 POW 36
96 XPY 48
97 DOT 36
98 ERF 24
99 SUM 132
DEPS 0
CORES 0
