JOBS 100
0 ERF 12
1 TGAMMA 12
2 DOT 84
3 SQRTX 48
4 ERF 24
5 ERF 24
6 ERF 24
7 DOT 36
8 XPY 60
9 SQRTX 48
10 SUM 132
11 POW 12
12 ERF 48
13 COPY 60
14 SUM 132
15 COPY 60
16 POW 36
17 ERF 12
18 SUM 132
19 POW 12
20 XPY 48
21 POW 36
22 XPY 48
23 COPY 60
24 POW 12
25 TGAMMA 120
26 DOT 84
27 TGAMMA 120
28 XPY 60
29 TGAMMA 120
30 SQRTX 48
31 SUM 108
32 ERF 48
33 DOT 84
34 COPY 60
35 TGAMMA 12
36 POW 12
37 XPY 48
38 XPY 48
39 ERF 48
40 POW 24
41 ERF 48
42 SQRTX 48
43 ERF 48
44 SUM 108
45 XPY 60
46 SQRTX 12
47 POW 36
48 TGAMMA 60
49 POW 24
50 POW 12
51 ERF 12
52 DOT 36
53 SUM 84
54 SUM 108
55 COPY 60
56 POW 12
57 ERF 24
58 POW 36
59 SQRTX 12
60 TGAMMA 120
61 XPY 60
62 ERF 24
63 XPY 60
64 DOT 36
65 TGAMMA 12
66 XPY 48
67 DOT 36
68 SUM 84
69 SUM 108
70 DOT 84
71 TGAMMA 120
72 XPY 60
73 XPY 48
74 SUM 132
75 SUM 132
76 SUM 132
77 XPY 48
78 SQRTX 12
79 TGAMMA 120
80 COPY 84
81 ERF 24
82 TGAMMA 60
83 XPY 60
84 POW 12
85 XPY 48
86 POW 24
87 XPY 60
88 POW 12
89 SUM 84
90 SQRTX 12
91 SUM 132
92 TGAMMA 120
93 POW 36
94 DOT 36
95 SUM 108
96 DOT 84
97 DOT 36
98 TGAMMA 12
99 DOT 84
DEPS 0
CORES 0
