JOBS 100
0 TGAMMA 12
1 COPY 84
2 XPY 60
3 COPY 84
4 TGAMMA 60
5 SQRTX 48
6 SUM 108
7 TGAMMA 60
8 SQRTX 48
9 XPY 60
10 POW 12
11 COPY 60
12 POW 24
13 TGAMMA 120
14 SUM 84
15 ERF 24
16 POW 24
17 ERF 24
18 POW 12
19 ERF 24
20 POW 12
21 DOT 36
22 ERF 48
23 XPY 60
24 ERF 48
25 POW 36
26 XPY 48
27 POW 12
28 XPY 60
29 SUM 84
30 ERF 48
31 TGAMMA 12
32 TGAMMA 12
33 TGAMMA 60
34 POW 36
35 DOT 84
36 ERF 24
37 TGAMMA 120
38 SQRTX 48
39 DOT 36
40 XPY 48
41 XPY 48
42 TGAMMA 12
43 POW 12
44 COPY 60
45 DOT 84
46 TGAMMA 12
47 SUM 132
48 POW 12
49 POW 24
50 POW 36
51 SUM 132
52 POW 24
53 SQRTX 48
54 TGAMMA 12
55 ERF 12
56 ERF 24
57 SUM 84
58 SQRTX 48
59 SQRTX 48
60 ERF 12
61 TGAMMA 60
62 TGAMMA 12
63 SUM 108
64 POW 12
65 XPY 60
66 XPY 60
67 ERF 24
68 TGAMMA 60
69 XPY 60
70 SUM 84
71 POW 12
72 ERF 24
73 POW 36
74 DOT 84
75 ERF 24
76 ERF 48
77 SQRTX 48
78 COPY 84
79 POW 24
80 COPY 84
81 DOT 36
82 DOT 36
83 SQRTX 48
84 TGAMMA 12
85 SUM 132
86 SQRTX 12
87 ERF 48
88 XPY 60
89 TGAMMA 60
90 POW 24
91 SQRTX 48
92 SQRTX 48
93 SUM 132
94 SQRTX 48
95 POW 36
96 ERF 48
97 TGAMMA 12
98 SUM 84
99 SUM 84
DEPS 0
CORES 0
