JOBS 100
0 SUM 108
1 ERF 48
2 ERF 12
3 SUM 132
4 ERF 48
5 ERF 24
6 ERF 48
7 POW 12
8 SQRTX 48
9 DOT 84
10 COPY 60
11 COPY 84
12 DOT 84
13 POW 36
14 SUM 132
15 SQRTX 12
16 DOT 36
17 SQRTX 12
18 SUM 132
19 SUM 84
20 TGAMMA 12
21 POW 24
22 COPY 84
23 POW 24
24 SQRTX 12
25 ERF 48
26 SQRTX 12
27 COPY 84
28 XPY 60
29 ERF 48
30 TGAMMA 12
31 XPY 60
32 COPY 60
33 ERF 12
34 TGAMMA 120
35 XPY 60
36 COPY 84
37 COPY 60
38 COPY 84
39 ERF 48
40 COPY 60
41 POW 12
42 ERF 48
43 SQRTX 12
44 SUM 108
45 XPY 60
46 COPY 60
47 TGAMMA 120
48 SUM 84
49 DOT 36
50 XPY 60
51 COPY 60
52 POW 12
53 TGAMMA 60
54 ERF 48
55 SUM 108
56 ERF 48
57 POW 12
58 POW 36
59 DOT 84
60 POW 24
61 ERF 48
62 SQRTX 48
63 SUM 84
64 SUM 132
65 ERF 24
66 ERF 24
67 ERF 24
68 XPY 48
69 TGAMMA 12
70 COPY 60
71 ERF 12
72 ERF 12
73 SUM 132
74 SUM 84
75 SUM 132
76 TGAMMA 12
77 TGAMMA 12
78 SUM 132
79 SUM 84
80 DOT 84
81 TGAMMA 120
82 SUM 108
83 DOT 36
84 TGAMMA 60
85 DOT 84
86 SQRTX 48
87 SUM 108
88 SUM 132
89 SUM 84
90 DOT 36
91 POW 12
92 ERF 12
93 DOT 84
94 POW 12
95 DOT 36
96 SUM 84
97 XPY 60
98 TGAMMA 60
99 COPY 84
DEPS 0
CORES 0
