JOBS 100
0 DOT 84
1 COPY 84
2 SQRTX 48
3 TGAMMA 120
4 ERF 12
5 DOT 36
6 TGAMMA 12
7 ERF 24
8 ERF 12
9 ERF 48
10 SUM 84
11 SQRTX 12
12 XPY 48
13 COPY 60
14 DOT 84
15 XPY 60
16 TGAMMA 60
17 TGAMMA 60
18 XPY 48
19 DOT 36
20 TGAMMA 120
21 POW 36
22 SUM 108
23 ERF 24
24 ERF 12
25 SUM 108
26 POW 12
27 XPY 48
28 DOT 84
29 POW 36
30 XPY 60
31 TGAMMA 120
32 TGAMMA 60
33 POW 12
34 XPY 60
35 ERF 48
36 DOT 36
37 ERF 48
38 POW 12
39 TGAMMA 60
40 COPY 60
41 POW 36
42 SUM 108
43 TGAMMA 60
44 POW 12
45 DOT 84
46 TGAMMA 12
47 POW 12
48 COPY 60
49 XPY 60
50 TGAMMA 12
51 ERF 24
52 TGAMMA 12
53 TGAMMA 120
54 POW 36
55 TGAMMA 60
56 SUM 84
57 TGAMMA 12
58 XPY 60
59 POW 24
60 TGAMMA 60
61 TGAMMA 120
62 COPY 84
63 ERF 12
64 SUM 108
65 POW 24
66 SUM 108
67 SUM 108
68 POW 24
69 COPY 60
70 COPY 60
71 COPY 60
72 TGAMMA 120
73 COPY 60
74 ERF 12
75 COPY 84
76 SUM 108
77 TGAMMA 120
78 ERF 24
79 TGAMMA 12
80 POW 12
81 SUM 108
82 SUM 108
83 DOT 36
84 POW 12
85 TGAMMA 12
86 SUM 108
87 TGAMMA 12
88 COPY 84
89 POW 24
90 POW 12
91 SUM 84
92 ERF 48
93 SQRTX 12
94 SUM 132
95 SQRTX 12
96 TGAMMA 120
97 SUM 84
98 TGAMMA 60
99 XPY 60
DEPS 0
CORES 0
