JOBS 100
0 POW 24
1 TGAMMA 12
2 TGAMMA 60
3 POW 36
4 COPY 84
5 ERF 12
6 TGAMMA 60
7 ERF 24
8 DOT 84
9 TGAMMA 60
10 COPY 84
11 SUM 108
12 SUM 132
13 COPY 84
14 COPY 60
15 COPY 60
16 TGAMMA 60
17 TGAMMA 120
18 SUM 132
19 TGAMMA 12
20 XPY 60
21 SUM 84
22 SUM 132
23 ERF 24
24 ERF 24
25 XPY 48
26 DOT 84
27 XPY 60
28 XPY 48
29 POW 24
30 XPY 48
31 XPY 48
32 TGAMMA 12
33 SUM 132
34 ERF 12
35 COPY 84
36 DOT 84
37 POW 12
38 SUM 108
39 TGAMMA 60
40 COPY 84
41 TGAMMA 120
42 SUM 84
43 SUM 132
44 DOT 36
45 COPY 60
46 POW 36
47 DOT 36
48 SQRTX 48
49 SUM 84
50 XPY 60
51 POW 36
52 DOT 84
53 COPY 60
54 ERF 48
55 COPY 84
56 COPY 60
57 COPY 60
58 SUM 132
59 POW 12
60 SUM 84
61 TGAMMA 12
62 DOT 36
63 TGAMMA 120
64 SUM 108
65 COPY 60
66 COPY 60
67 POW 36
68 DOT 36
69 COPY 60
70 POW 12
71 ERF 48
72 TGAMMA 60
73 XPY 60
74 SQRTX 48
75 SUM 108
76 COPY 84
77 DOT 36
78 COPY 60
79 POW 36
80 SUM 108
81 DOT 36
82 DOT 84
83 DOT 84
84 COPY 84
85 TGAMMA 120
86 COPY 84
87 DOT 36
88 DOT 36
89 DOT 84
90 SQRTX 48
91 DOT 84
92 DOT 84
93 COPY 84
94 SUM 84
95 COPY 60
96 SUM 84
97 DOT 36
98 DOT 36
99 POW 12
DEPS 0
