JOBS 100
0 DOT 84
1 COPY 84
2 SUM 132
3 XPY 48
4 COPY 84
5 XPY 48
6 XPY 60
7 SUM 108
8 DOT 84
9 DOT 36
10 SUM 132
11 COPY 60
12 COPY 60
13 XPY 60
14 COPY 60
15 DOT 84
16 COPY 84
17 COPY 60
18 COPY 84
19 SUM 108
20 DOT 36
21 DOT 36
22 SUM 108
23 DOT 36
24 XPY 60
25 COPY 84
26 SUM 84
27 XPY 60
28 COPY 84
29 XPY 48
30 SUM 84
31 COPY 84
32 XPY 48
33 SUM 84
34 SUM 84
35 COPY 84
36 COPY 84
37 SUM 108
38 XPY 48
39 DOT 36
40 SUM 132
41 SUM 84
42 SUM 108
43 SUM 108
44 SUM 132
45 XPY 48
46 SUM 108
47 SUM 108
48 COPY 84
49 DOT 36
50 TGAMMA 120
51 TGAMMA 120
52 POW 24
53 TGAMMA 120
54 TGAMMA 60
55 TGAMMA 60
56 POW 12
57 TGAMMA 12
58 POW 24
59 POW 12
60 TGAMMA 60
61 TGAMMA 60
62 POW 24
63 TGAMMA 12
64 TGAMMA 12
65 POW 24
66 POW 24
67 TGAMMA 12
68 TGAMMA 60
69 POW 36
70 TGAMMA 12
71 TGAMMA 60
72 POW 12
73 POW 24
74 TGAMMA 120
75 TGAMMA 12
76 POW 36
77 POW 36
78 TGAMMA 12
79 TGAMMA 120
80 POW 12
81 POW 12
82 POW 12
83 TGAMMA 12
84 TGAMMA 120
85 TGAMMA 60
86 POW 24
87 TGAMMA 60
88 TGAMMA 120
89 TGAMMA 120
90 TGAMMA 12
91 POW 24
92 POW 36
93 TGAMMA 60
94 TGAMMA 120
95 POW 24
96 TGAMMA 12
97 POW 24
98 POW 24
99 POW 12
DEPS 0
