JOBS 100
0 TGAMMA 12
1 POW 36
2 POW 12
3 ERF 48
4 POW 12
5 POW 12
6 SUM 108
7 POW 36
8 DOT 36
9 SUM 84
10 COPY 60
11 POW 12
12 TGAMMA 120
13 SUM 84
14 XPY 60
15 SQRTX 12
16 TGAMMA 120
17 COPY 84
18 POW 24
19 POW 12
20 SUM 132
21 DOT 36
22 COPY 84
23 TGAMMA 120
24 TGAMMA 12
25 POW 36
26 SUM 132
27 ERF 48
28 SUM 132
29 POW 24
30 TGAMMA 60
31 SQRTX 12
32 SUM 84
33 TGAMMA 12
34 DOT 84
35 DOT 84
36 POW 24
37 TGAMMA 12
38 DOT 84
39 XPY 60
40 DOT 84
41 ERF 48
42 COPY 84
43 SUM 108
44 TGAMMA 60
45 COPY 84
46 SUM 108
47 XPY 48
48 COPY 84
49 POW 12
50 POW 12
51 POW 12
52 TGAMMA 120
53 SUM 132
54 XPY 48
55 TGAMMA 12
56 DOT 36
57 SUM 132
58 XPY 60
59 POW 36
60 SUM 84
61 POW 24
62 POW 12
63 SUM 132
64 POW 12
65 ERF 24
66 TGAMMA 60
67 POW 24
68 TGAMMA 12
69 XPY 48
70 SUM 132
71 COPY 84
72 ERF 48
73 XPY 60
74 ERF 12
75 POW 24
76 COPY 84
77 POW 36
78 POW 24
79 COPY 60
80 ERF 24
81 TGAMMA 12
82 POW 24
83 XPY 60
84 TGAMMA 12
85 TGAMMA 12
86 TGAMMA 120
87 COPY 84
88 XPY 48
89 SUM 84
90 POW 24
91 TGAMMA 120
92 ERF 24
93 SUM 84
94 TGAMMA 120
95 POW 36
96 COPY 84
97 TGAMMA 60
98 SUM 132
99 COPY 60
DEPS 0
