JOBS 100
0 TGAMMA 120
1 DOT 36
2 SUM 84
3 TGAMMA 120
4 POW 12
5 POW 36
6 SUM 132
7 POW 12
8 DOT 84
9 XPY 48
10 POW 24
11 XPY 48
12 COPY 60
13 TGAMMA 120
14 DOT 36
15 TGAMMA 60
16 SQRTX 48
17 SUM 84
18 SUM 84
19 ERF 48
20 XPY 48
21 XPY 60
22 SQRTX 12
23 ERF 12
24 SUM 84
25 POW 24
26 SUM 108
27 XPY 60
28 TGAMMA 60
29 COPY 84
30 DOT 36
31 TGAMMA 12
32 TGAMMA 120
33 ERF 48
34 SUM 84
35 POW 12
36 TGAMMA 60
37 TGAMMA 60
38 SQRTX 12
39 SQRTX 12
40 POW 24
41 TGAMMA 12
42 POW 36
43 DOT 84
44 TGAMMA 120
45 TGAMMA 12
46 SUM 132
47 POW 12
48 DOT 36
49 DOT 84
50 POW 12
51 TGAMMA 12
52 SUM 108
53 COPY 60
54 ERF 48
55 XPY 60
56 COPY 60
57 DOT 36
58 COPY 84
59 XPY 60
60 POW 36
61 TGAMMA 120
62 POW 12
63 TGAMMA 120
64 DOT 36
65 DOT 84
66 XPY 48
67 DOT 84
68 XPY 60
69 POW 24
70 SUM 132
71 SQRTX 48
72 TGAMMA 12
73 COPY 60
74 TGAMMA 12
75 TGAMMA 60
76 POW 12
77 SUM 108
78 POW 36
79 TGAMMA 120
80 DOT 36
81 COPY 60
82 TGAMMA 120
83 TGAMMA 120
84 POW 12
85 SUM 132
86 TGAMMA 12
87 ERF 12
88 POW 36
89 TGAMMA 120
90 TGAMMA 120
91 TGAMMA 120
92 DOT 36
93 POW 36
94 DOT 84
95 TGAMMA 120
96 XPY 60
97 XPY 48
98 XPY 60
99 POW 24
DEPS 0
