JOBS 100
0 ERF 48
1 DOT 84
2 COPY 84
3 TGAMMA 12
4 TGAMMA 12
5 SUM 108
6 XPY 60
7 DOT 36
8 SUM 108
9 ERF 24
10 POW 24
11 XPY 48
12 POW 24
13 TGAMMA 60
14 ERF 48
15 DOT 84
16 TGAMMA 60
17 XPY 60
18 TGAMMA 60
19 ERF 12
20 COPY 84
21 ERF 24
22 DOT 84
23 XPY 60
24 TGAMMA 12
25 SUM 132
26 POW 24
27 COPY 60
28 XPY 48
29 TGAMMA 12
30 TGAMMA 120
31 SUM 132
32 TGAMMA 12
33 POW 12
34 XPY 48
35 POW 24
36 TGAMMA 60
37 POW 12
38 XPY 48
39 XPY 48
40 POW 36
41 POW 12
42 SUM 108
43 DOT 84
44 TGAMMA 120
45 TGAMMA 12
46 SUM 84
47 XPY 60
48 POW 36
49 SUM 132
50 POW 36
51 COPY 84
52 COPY 84
53 SQRTX 48
54 TGAMMA 12
55 POW 36
56 SUM 108
57 TGAMMA 60
58 SUM 108
59 TGAMMA 60
60 TGAMMA 12
61 XPY 48
62 TGAMMA 120
63 SQRTX 48
64 TGAMMA 120
65 POW 36
66 POW 36
67 DOT 36
68 TGAMMA 60
69 DOT 84
70 COPY 60
71 DOT 84
72 SUM 84
73 TGAMMA 12
74 TGAMMA 12
75 COPY 84
76 ERF 12
77 SUM 84
78 DOT 36
79 POW 36
80 TGAMMA 120
81 POW 36
82 POW 36
83 POW 12
84 SUM 132
85 DOT 36
86 TGAMMA 12
87 XPY 60
88 POW 36
89 SUM 84
90 TGAMMA 120
91 SUM 132
92 TGAMMA 60
93 ERF 12
94 DOT 84
95 SQRTX 12
96 POW 36
97 POW 36
98 XPY 48
99 COPY 84
DEPS 0
