JOBS 100
0 SUM 132
1 TGAMMA 12
2 TGAMMA 12
3 XPY 60
4 TGAMMA 12
5 DOT 36
6 SUM 84
7 COPY 60
8 XPY 48
9 COPY 84
10 TGAMMA 120
11 XPY 60
12 XPY 60
13 DOT 36
14 SUM 108
15 SUM 132
16 TGAMMA 12
17 TGAMMA 120
18 DOT 36
19 POW 24
20 POW 12
21 POW 12
22 POW 24
23 SQRTX 12
24 XPY 48
25 XPY 48
26 SQRTX 48
27 POW 12
28 COPY 84
29 SUM 132
30 COPY 60
31 XPY 48
32 SQRTX 12
33 POW 12
34 COPY 84
35 DOT 36
36 POW 12
37 COPY 60
38 POW 24
39 TGAMMA 120
40 POW 24
41 DOT 36
42 SUM 132
43 POW 24
44 TGAMMA 120
45 POW 24
46 POW 12
47 XPY 60
48 POW 36
49 DOT 36
50 TGAMMA 60
51 SUM 132
52 TGAMMA 120
53 TGAMMA 12
54 TGAMMA 60
55 POW 24
56 ERF 48
57 XPY 60
58 TGAMMA 12
59 SUM 108
60 SUM 84
61 POW 24
62 TGAMMA 120
63 POW 24
64 POW 24
65 POW 12
66 SUM 84
67 SUM 108
68 POW 36
69 TGAMMA 120
70 POW 12
71 DOT 84
72 TGAMMA 120
73 POW 12
74 COPY 84
75 POW 12
76 ERF 12
77 XPY 60
78 TGAMMA 60
79 COPY 60
80 COPY 84
81 DOT 36
82 SQRTX 48
83 COPY 60
84 SQRTX 12
85 SUM 132
86 SUM 132
87 ERF 12
88 XPY 48
89 SUM 132
90 ERF 24
91 TGAMMA 12
92 POW 36
93 TGAMMA 120
94 XPY 48
95 TGAMMA 120
96 POW 36
97 POW 12
98 COPY 84
99 ERF 12
DEPS 0
