JOBS 100
0 SUM 132
1 SUM 132
2 COPY 84
3 COPY 60
4 SUM 108
5 XPY 60
6 DOT 36
7 SUM 132
8 SUM 84
9 DOT 84
10 SUM 84
11 COPY 84
12 XPY 60
13 SUM 84
14 COPY 60
15 COPY 60
16 SUM 108
17 XPY 48
18 DOT 36
19 COPY 60
20 DOT 36
21 COPY 60
22 XPY 48
23 SUM 132
24 XPY 48
25 XPY 60
26 COPY 60
27 SUM 132
28 DOT 36
29 COPY 60
30 DOT 36
31 XPY 60
32 COPY 84
33 COPY 84
34 SUM 132
35 DOT 36
36 SUM 84
37 SUM 132
38 DOT 84
39 SUM 132
40 XPY 48
41 COPY 84
42 COPY 84
43 DOT 84
44 SUM 132
45 XPY 60
46 COPY 84
47 COPY 60
48 SUM 108
49 SUM 132
50 POW 36
51 TGAMMA 60
52 TGAMMA 120
53 POW 24
54 TGAMMA 60
55 POW 24
56 POW 24
57 POW 24
58 POW 24
59 TGAMMA 60
60 TGAMMA 120
61 POW 12
62 TGAMMA 12
63 POW 36
64 TGAMMA 120
65 TGAMMA 120
66 TGAMMA 12
67 TGAMMA 60
68 TGAMMA 12
69 TGAMMA 12
70 POW 36
71 POW 36
72 TGAMMA 60
73 TGAMMA 60
74 TGAMMA 60
75 TGAMMA 12
76 POW 36
77 POW 24
78 TGAMMA 120
79 TGAMMA 60
80 POW 24
81 POW 24
82 TGAMMA 12
83 TGAMMA 60
84 TGAMMA 120
85 POW 24
86 POW 36
87 TGAMMA 120
88 TGAMMA 60
89 POW 24
90 TGAMMA 60
91 TGAMMA 12
92 POW 24
93 TGAMMA 12
94 POW 12
95 TGAMMA 12
96 TGAMMA 12
97 POW 12
98 TGAMMA 120
99 TGAMMA 60
DEPS 0
