JOBS 100
0 XPY 60
1 XPY 48
2 TGAMMA 12
3 TGAMMA 120
4 ERF 12
5 SUM 132
6 XPY 48
7 TGAMMA 12
8 ERF 48
9 TGAMMA 120
10 SQRTX 12
11 COPY 60
12 TGAMMA 12
13 TGAMMA 12
14 SUM 84
15 TGAMMA 60
16 TGAMMA 60
17 COPY 84
18 SQRTX 48
19 POW 12
20 POW 36
21 POW 12
22 COPY 60
23 COPY 84
24 XPY 48
25 TGAMMA 120
26 TGAMMA 120
27 DOT 84
28 POW 24
29 TGAMMA 60
30 SQRTX 12
31 XPY 60
32 SUM 108
33 TGAMMA 120
34 POW 24
35 TGAMMA 60
36 COPY 60
37 TGAMMA 12
38 SUM 132
39 POW 36
40 TGAMMA 12
41 TGAMMA 60
42 SQRTX 12
43 TGAMMA 120
44 ERF 24
45 POW 24
46 POW 36
47 TGAMMA 12
48 SUM 84
49 POW 12
50 SUM 84
51 SQRTX 12
52 ERF 12
53 TGAMMA 120
54 POW 24
55 COPY 84
56 DOT 36
57 SUM 108
58 DOT 36
59 DOT 36
60 SUM 132
61 SUM 108
62 SUM 108
63 COPY 60
64 ERF 12
65 POW 24
66 POW 12
67 DOT 36
68 DOT 36
69 POW 12
70 XPY 60
71 SUM 84
72 SUM 132
73 TGAMMA 60
74 POW 24
75 POW 12
76 TGAMMA 60
77 SUM 84
78 XPY 48
79 TGAMMA 120
80 COPY 60
81 DOT 84
82 POW 36
83 SUM 84
84 COPY 60
85 POW 36
86 SUM 84
87 TGAMMA 60
88 COPY 60
89 POW 12
90 XPY 60
91 COPY 84
92 POW 36
93 SUM 132
94 XPY 60
95 COPY 60
96 POW 12
97 TGAMMA 60
98 TGAMMA 12
99 COPY 60
DEPS 0
