JOBS 100
0 XPY 48
1 COPY 84
2 SUM 108
3 SUM 108
4 SUM 132
5 COPY 84
6 COPY 84
7 XPY 48
8 COPY 60
9 DOT 36
10 COPY 84
11 SUM 84
12 SUM 84
13 XPY 48
14 DOT 84
15 DOT 84
16 XPY 60
17 COPY 60
18 SUM 132
19 DOT 36
20 SUM 108
21 DOT 36
22 DOT 84
23 SUM 84
24 COPY 60
25 SUM 132
26 SUM 84
27 XPY 48
28 XPY 60
29 DOT 84
30 SUM 108
31 COPY 60
32 DOT 84
33 DOT 36
34 DOT 84
35 COPY 84
36 XPY 48
37 DOT 36
38 DOT 36
39 COPY 84
40 SUM 108
41 XPY 48
42 SUM 84
43 COPY 60
44 DOT 36
45 XPY 60
46 DOT 84
47 COPY 60
48 SUM 84
49 SUM 84
50 POW 36
51 TGAMMA 60
52 TGAMMA 60
53 TGAMMA 60
54 POW 36
55 TGAMMA 12
56 POW 12
57 TGAMMA 60
58 TGAMMA 12
59 TGAMMA 60
60 POW 24
61 TGAMMA 60
62 TGAMMA 60
63 POW 12
64 TGAMMA 120
65 TGAMMA 120
66 POW 12
67 TGAMMA 120
68 TGAMMA 120
69 POW 24
70 POW 36
71 TGAMMA 120
72 TGAMMA 120
73 POW 12
74 POW 24
75 POW 24
76 TGAMMA 60
77 TGAMMA 12
78 POW 24
79 TGAMMA 60
80 TGAMMA 120
81 TGAMMA 120
82 TGAMMA 120
83 TGAMMA 60
84 TGAMMA 120
85 TGAMMA 60
86 TGAMMA 60
87 POW 12
88 POW 24
89 POW 24
90 POW 24
91 TGAMMA 120
92 TGAMMA 12
93 TGAMMA 12
94 POW 12
95 TGAMMA 12
96 TGAMMA 60
97 TGAMMA 60
98 TGAMMA 120
99 POW 36
DEPS 0
